PersonID,A,Score,Weather,Y
26,1,128,C,0
26,1,128,A,1
26,1,128,C,0
26,1,128,B,0
26,1,128,A,0
26,1,128,A,1
26,1,128,B,0
26,1,128,A,1
26,1,128,A,0
26,1,128,A,1
26,1,128,C,0
27,0,119,C,1
27,0,119,A,0
27,0,119,A,1
27,0,119,B,0
27,0,119,B,1
27,0,119,C,1
27,0,119,A,0
27,0,119,A,1
27,0,119,A,1
27,0,119,A,1
27,0,119,A,1
27,0,119,B,1
27,0,119,B,0
27,0,119,B,1
27,0,119,A,1
27,0,119,B,1
27,0,119,B,1
27,0,119,A,1
27,0,119,A,0
27,0,119,A,1
27,0,119,A,1
27,0,119,A,1
27,0,119,C,0
27,0,119,A,0
27,0,119,C,1
27,0,119,A,1
27,0,119,B,1
27,0,119,A,1
27,0,119,A,0
28,0,119,A,0
28,0,119,B,1
28,0,119,C,1
28,0,119,A,0
28,0,119,B,1
28,0,119,A,1
28,0,119,B,1
28,0,119,A,1
28,0,119,B,1
28,0,119,A,1
28,0,119,A,1
28,0,119,B,1
28,0,119,C,1
28,0,119,B,0
28,0,119,A,1
28,0,119,B,0
28,0,119,B,1
28,0,119,B,1
28,0,119,C,0
28,0,119,A,1
28,0,119,C,0
28,0,119,A,1
28,0,119,A,1
28,0,119,B,1
28,0,119,B,1
28,0,119,A,0
28,0,119,A,0
28,0,119,A,1
28,0,119,A,1
28,0,119,A,1
28,0,119,B,1
28,0,119,A,1
28,0,119,C,0
28,0,119,C,0
28,0,119,A,1
28,0,119,A,0
28,0,119,A,1
29,0,161,A,1
29,0,161,B,1
29,0,161,C,1
29,0,161,A,1
29,0,161,A,1
29,0,161,B,1
29,0,161,A,1
29,0,161,A,1
29,0,161,A,1
29,0,161,C,1
29,0,161,C,1
29,0,161,B,0
29,0,161,C,1
29,0,161,C,1
29,0,161,B,1
29,0,161,A,1
29,0,161,B,1
29,0,161,C,1
30,0,113,B,1
30,0,113,A,0
30,0,113,A,1
30,0,113,B,1
30,0,113,B,0
30,0,113,C,1
30,0,113,A,1
30,0,113,A,1
30,0,113,A,1
30,0,113,A,1
30,0,113,B,0
30,0,113,C,1
30,0,113,A,1
30,0,113,A,0
30,0,113,B,1
30,0,113,A,1
30,0,113,A,1
30,0,113,B,0
30,0,113,A,0
30,0,113,B,1
30,0,113,B,1
30,0,113,A,1
30,0,113,C,0
30,0,113,B,0
30,0,113,B,1
30,0,113,A,1
30,0,113,B,1
30,0,113,A,1
30,0,113,C,1
30,0,113,A,1
30,0,113,C,1
30,0,113,A,1
30,0,113,B,0
30,0,113,A,1
30,0,113,B,1
30,0,113,A,1
30,0,113,A,1
30,0,113,A,1
30,0,113,A,1
30,0,113,B,1
30,0,113,A,1
30,0,113,B,1
30,0,113,A,1
30,0,113,C,1
30,0,113,B,1
30,0,113,A,1
30,0,113,A,1
30,0,113,A,1
30,0,113,C,1
31,1,165,A,1
31,1,165,A,0
31,1,165,A,1
31,1,165,C,1
31,1,165,B,1
31,1,165,B,1
31,1,165,C,1
31,1,165,B,1
31,1,165,B,0
31,1,165,C,1
31,1,165,A,1
31,1,165,A,1
31,1,165,A,1
31,1,165,B,0
31,1,165,C,1
31,1,165,A,0
31,1,165,A,1
31,1,165,A,0
31,1,165,A,1
31,1,165,B,1
31,1,165,A,1
31,1,165,B,0
31,1,165,A,1
31,1,165,B,1
31,1,165,A,1
31,1,165,A,0
31,1,165,B,0
31,1,165,A,0
31,1,165,B,1
31,1,165,A,1
31,1,165,C,0
31,1,165,B,1
31,1,165,A,1
31,1,165,B,0
31,1,165,B,1
31,1,165,A,0
31,1,165,B,1
31,1,165,A,1
31,1,165,C,1
31,1,165,C,1
31,1,165,A,1
31,1,165,C,1
31,1,165,B,1
31,1,165,C,1
31,1,165,A,1
31,1,165,A,0
31,1,165,B,0
31,1,165,B,1
31,1,165,B,1
31,1,165,A,1
31,1,165,C,1
31,1,165,A,0
31,1,165,A,1
31,1,165,A,1
31,1,165,A,1
31,1,165,A,1
31,1,165,B,1
31,1,165,A,1
31,1,165,A,1
31,1,165,C,1
31,1,165,C,1
31,1,165,B,1
31,1,165,B,1
31,1,165,A,1
31,1,165,A,1
31,1,165,B,1
31,1,165,C,0
31,1,165,B,1
31,1,165,A,1
31,1,165,B,1
31,1,165,A,1
31,1,165,A,1
31,1,165,A,1
31,1,165,C,1
31,1,165,C,0
32,1,74,A,0
32,1,74,A,1
32,1,74,B,1
32,1,74,A,1
32,1,74,A,1
32,1,74,C,1
32,1,74,B,1
32,1,74,A,1
32,1,74,B,1
32,1,74,A,1
32,1,74,A,1
32,1,74,A,1
33,1,138,B,0
33,1,138,B,0
33,1,138,C,1
33,1,138,A,1
33,1,138,A,1
33,1,138,C,1
33,1,138,A,0
33,1,138,A,1
33,1,138,A,0
33,1,138,A,1
33,1,138,B,1
33,1,138,A,1
33,1,138,B,0
33,1,138,C,1
33,1,138,A,1
33,1,138,A,1
33,1,138,A,1
33,1,138,B,1
33,1,138,A,1
33,1,138,C,1
33,1,138,A,1
33,1,138,B,1
33,1,138,B,1
34,1,124,B,1
34,1,124,B,0
34,1,124,C,1
34,1,124,A,1
34,1,124,A,1
34,1,124,C,1
34,1,124,B,0
34,1,124,A,1
34,1,124,A,1
34,1,124,B,0
34,1,124,A,1
34,1,124,A,1
34,1,124,B,0
34,1,124,B,0
34,1,124,A,0
34,1,124,B,1
34,1,124,C,1
34,1,124,B,1
34,1,124,A,1
34,1,124,A,1
34,1,124,B,1
34,1,124,A,1
34,1,124,B,1
34,1,124,C,1
34,1,124,A,0
34,1,124,A,1
34,1,124,A,1
34,1,124,A,1
34,1,124,A,1
34,1,124,B,1
34,1,124,A,1
34,1,124,B,0
34,1,124,C,1
34,1,124,B,1
34,1,124,C,1
34,1,124,A,1
34,1,124,A,0
35,0,126,B,0
35,0,126,A,1
35,0,126,A,0
35,0,126,A,0
35,0,126,B,1
35,0,126,B,1
35,0,126,B,0
35,0,126,B,0
35,0,126,C,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,C,1
35,0,126,A,1
35,0,126,A,0
35,0,126,A,1
35,0,126,B,0
35,0,126,C,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,B,1
35,0,126,A,0
35,0,126,B,0
35,0,126,B,0
35,0,126,A,0
35,0,126,B,0
35,0,126,B,1
35,0,126,B,0
35,0,126,A,1
35,0,126,C,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,B,1
35,0,126,B,0
35,0,126,A,1
35,0,126,C,0
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,A,1
35,0,126,B,1
35,0,126,B,0
35,0,126,C,0
35,0,126,A,1
35,0,126,B,0
35,0,126,A,1
35,0,126,B,1
35,0,126,C,0
35,0,126,B,1
35,0,126,A,1
35,0,126,A,0
35,0,126,A,1
35,0,126,C,1
35,0,126,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,C,1
36,0,131,A,1
36,0,131,B,1
36,0,131,B,1
36,0,131,B,1
36,0,131,B,1
36,0,131,C,1
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,C,1
36,0,131,C,1
36,0,131,A,1
36,0,131,A,0
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,B,0
36,0,131,C,1
36,0,131,B,1
36,0,131,C,1
36,0,131,A,1
36,0,131,B,1
36,0,131,B,1
36,0,131,A,1
36,0,131,B,1
36,0,131,A,1
36,0,131,B,1
36,0,131,A,1
36,0,131,B,1
36,0,131,A,1
36,0,131,C,1
36,0,131,A,0
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,A,1
36,0,131,B,1
36,0,131,A,1
36,0,131,A,1
36,0,131,C,1
36,0,131,B,1
36,0,131,A,0
36,0,131,A,1
36,0,131,B,1
36,0,131,B,1
36,0,131,A,1
36,0,131,B,1
36,0,131,A,1
36,0,131,C,1
37,1,105,B,0
37,1,105,A,1
37,1,105,A,1
37,1,105,A,1
37,1,105,A,0
37,1,105,A,1
37,1,105,A,1
37,1,105,B,1
37,1,105,C,0
37,1,105,B,1
37,1,105,B,1
37,1,105,B,1
37,1,105,C,0
37,1,105,C,0
37,1,105,A,1
37,1,105,A,1
37,1,105,A,1
37,1,105,A,1
37,1,105,A,0
37,1,105,B,0
37,1,105,A,1
37,1,105,A,1
37,1,105,B,0
37,1,105,A,1
37,1,105,A,1
37,1,105,A,0
37,1,105,B,0
37,1,105,A,0
37,1,105,B,0
37,1,105,A,0
37,1,105,A,1
37,1,105,B,0
37,1,105,B,0
37,1,105,A,0
37,1,105,A,1
37,1,105,A,1
37,1,105,A,0
37,1,105,C,0
37,1,105,B,0
37,1,105,B,0
37,1,105,B,0
37,1,105,A,1
37,1,105,B,1
37,1,105,C,1
37,1,105,B,1
37,1,105,B,0
37,1,105,A,0
37,1,105,B,1
37,1,105,A,1
37,1,105,A,1
37,1,105,B,1
37,1,105,C,0
37,1,105,C,1
37,1,105,A,1
37,1,105,C,1
37,1,105,C,1
37,1,105,A,1
37,1,105,A,1
37,1,105,A,1
37,1,105,B,1
37,1,105,A,1
37,1,105,B,0
37,1,105,B,1
37,1,105,A,1
37,1,105,C,0
37,1,105,A,1
37,1,105,A,1
37,1,105,A,0
37,1,105,A,0
37,1,105,A,1
37,1,105,A,1
37,1,105,B,0
37,1,105,A,1
37,1,105,C,1
37,1,105,C,0
37,1,105,A,0
37,1,105,C,1
37,1,105,B,1
37,1,105,A,1
37,1,105,A,1
37,1,105,B,1
37,1,105,C,0
37,1,105,A,1
37,1,105,A,1
37,1,105,A,1
37,1,105,A,1
37,1,105,A,0
37,1,105,C,1
38,0,110,A,1
38,0,110,A,0
38,0,110,A,1
38,0,110,A,1
38,0,110,B,0
38,0,110,B,0
38,0,110,B,1
38,0,110,C,1
38,0,110,A,1
38,0,110,A,0
38,0,110,A,1
38,0,110,B,0
38,0,110,A,1
38,0,110,B,0
38,0,110,A,1
38,0,110,A,0
38,0,110,B,1
38,0,110,A,1
38,0,110,B,0
38,0,110,B,1
38,0,110,A,0
38,0,110,C,1
38,0,110,B,0
38,0,110,B,1
38,0,110,B,1
38,0,110,A,1
38,0,110,B,1
38,0,110,A,1
38,0,110,A,1
38,0,110,B,1
38,0,110,A,1
38,0,110,A,1
38,0,110,A,0
38,0,110,A,1
38,0,110,A,1
38,0,110,A,1
38,0,110,A,1
38,0,110,B,0
38,0,110,C,0
38,0,110,A,0
38,0,110,C,1
38,0,110,A,1
38,0,110,C,0
38,0,110,A,1
38,0,110,A,1
38,0,110,A,0
38,0,110,A,0
39,0,89,B,1
39,0,89,C,1
39,0,89,C,1
39,0,89,A,0
39,0,89,A,1
39,0,89,A,1
39,0,89,A,1
39,0,89,A,1
39,0,89,B,0
39,0,89,A,0
39,0,89,B,1
39,0,89,B,1
39,0,89,B,1
39,0,89,A,1
39,0,89,A,0
39,0,89,A,1
39,0,89,A,1
39,0,89,A,1
39,0,89,A,1
39,0,89,A,1
39,0,89,C,1
39,0,89,A,1
40,0,88,B,1
40,0,88,A,1
40,0,88,C,0
40,0,88,A,1
40,0,88,A,1
40,0,88,B,0
40,0,88,C,1
40,0,88,B,1
40,0,88,A,0
40,0,88,A,1
40,0,88,A,0
40,0,88,A,1
40,0,88,A,0
40,0,88,A,1
40,0,88,B,1
40,0,88,A,1
40,0,88,A,0
40,0,88,B,1
40,0,88,A,1
40,0,88,B,1
40,0,88,C,1
40,0,88,B,1
40,0,88,B,1
40,0,88,B,0
40,0,88,A,1
40,0,88,A,1
40,0,88,C,1
40,0,88,A,0
40,0,88,C,1
40,0,88,B,1
40,0,88,A,0
40,0,88,A,0
40,0,88,B,0
40,0,88,A,1
40,0,88,A,1
40,0,88,C,0
40,0,88,A,0
40,0,88,B,1
40,0,88,A,0
40,0,88,A,0
40,0,88,A,1
41,0,129,B,1
41,0,129,A,1
41,0,129,C,1
41,0,129,B,1
41,0,129,B,0
41,0,129,C,0
41,0,129,B,1
41,0,129,A,1
41,0,129,A,1
41,0,129,C,1
41,0,129,A,1
41,0,129,A,1
41,0,129,B,1
41,0,129,A,1
41,0,129,A,1
41,0,129,A,1
41,0,129,B,1
41,0,129,A,1
41,0,129,A,1
41,0,129,B,1
41,0,129,A,0
41,0,129,B,0
41,0,129,B,1
41,0,129,A,1
41,0,129,B,1
41,0,129,C,0
41,0,129,B,1
41,0,129,B,0
41,0,129,A,1
41,0,129,B,1
41,0,129,C,1
41,0,129,A,1
41,0,129,A,0
41,0,129,C,1
41,0,129,A,1
41,0,129,A,1
41,0,129,C,1
41,0,129,B,1
41,0,129,A,1
41,0,129,B,1
41,0,129,B,1
41,0,129,A,1
41,0,129,C,1
41,0,129,B,0
41,0,129,A,0
41,0,129,A,0
41,0,129,A,1
41,0,129,A,1
41,0,129,B,1
41,0,129,B,0
41,0,129,A,1
41,0,129,A,1
41,0,129,B,1
41,0,129,C,1
41,0,129,B,1
41,0,129,A,1
41,0,129,A,1
42,0,133,A,1
42,0,133,B,1
42,0,133,C,1
42,0,133,B,0
42,0,133,B,1
42,0,133,A,1
42,0,133,B,1
42,0,133,A,1
42,0,133,B,1
42,0,133,A,1
42,0,133,B,1
42,0,133,A,1
42,0,133,A,1
42,0,133,B,1
42,0,133,A,0
42,0,133,A,1
42,0,133,C,1
42,0,133,C,1
42,0,133,B,1
42,0,133,B,1
42,0,133,A,1
42,0,133,C,1
42,0,133,A,1
42,0,133,A,1
42,0,133,B,0
42,0,133,C,1
42,0,133,B,1
42,0,133,A,0
42,0,133,B,1
42,0,133,C,0
42,0,133,A,1
42,0,133,C,0
43,0,122,B,1
43,0,122,A,1
43,0,122,A,1
43,0,122,A,1
43,0,122,B,0
43,0,122,C,1
43,0,122,B,1
43,0,122,B,1
43,0,122,C,1
43,0,122,A,0
43,0,122,A,0
43,0,122,A,1
43,0,122,B,1
43,0,122,A,1
43,0,122,A,1
43,0,122,A,1
43,0,122,B,1
43,0,122,A,1
43,0,122,B,1
43,0,122,A,0
43,0,122,B,1
43,0,122,B,1
43,0,122,A,1
43,0,122,A,0
43,0,122,A,0
43,0,122,B,0
43,0,122,B,0
43,0,122,B,1
43,0,122,A,0
43,0,122,A,1
43,0,122,A,1
43,0,122,C,1
43,0,122,C,1
43,0,122,A,1
43,0,122,B,1
43,0,122,A,1
43,0,122,B,1
43,0,122,A,0
43,0,122,C,1
43,0,122,A,0
43,0,122,A,0
43,0,122,B,0
43,0,122,C,0
43,0,122,C,0
43,0,122,A,1
43,0,122,B,1
43,0,122,A,0
43,0,122,B,1
43,0,122,C,1
43,0,122,A,1
43,0,122,A,0
43,0,122,A,1
43,0,122,C,1
44,0,148,B,0
44,0,148,A,1
44,0,148,C,1
44,0,148,C,1
44,0,148,B,1
44,0,148,A,1
44,0,148,A,0
44,0,148,A,1
44,0,148,A,1
44,0,148,B,1
44,0,148,A,1
44,0,148,A,1
44,0,148,B,1
44,0,148,A,1
44,0,148,B,1
44,0,148,C,1
44,0,148,B,1
44,0,148,B,0
44,0,148,A,1
44,0,148,A,0
44,0,148,C,1
44,0,148,A,1
44,0,148,C,0
44,0,148,B,1
44,0,148,A,1
44,0,148,A,1
44,0,148,B,0
44,0,148,A,1
44,0,148,A,1
44,0,148,B,1
44,0,148,A,0
45,0,182,A,0
45,0,182,A,1
45,0,182,B,1
45,0,182,C,1
45,0,182,A,1
45,0,182,A,1
45,0,182,A,1
45,0,182,A,1
45,0,182,C,1
45,0,182,B,1
45,0,182,B,1
45,0,182,B,1
45,0,182,A,1
45,0,182,B,1
45,0,182,A,1
45,0,182,A,1
45,0,182,A,1
45,0,182,A,1
45,0,182,A,1
45,0,182,A,1
45,0,182,C,1
45,0,182,A,1
45,0,182,A,1
46,0,105,A,1
46,0,105,A,1
46,0,105,A,0
46,0,105,A,0
46,0,105,B,0
46,0,105,C,1
46,0,105,B,0
46,0,105,C,1
46,0,105,A,1
46,0,105,A,0
46,0,105,A,0
46,0,105,A,1
46,0,105,A,1
46,0,105,B,0
46,0,105,A,1
46,0,105,A,0
46,0,105,B,1
46,0,105,A,1
46,0,105,A,1
46,0,105,A,1
46,0,105,C,0
46,0,105,B,0
46,0,105,B,1
46,0,105,B,1
46,0,105,B,1
46,0,105,A,1
46,0,105,C,0
46,0,105,C,0
46,0,105,A,1
46,0,105,C,1
46,0,105,C,0
46,0,105,A,1
46,0,105,A,1
46,0,105,B,1
46,0,105,B,1
46,0,105,C,0
46,0,105,A,1
46,0,105,A,1
46,0,105,A,1
46,0,105,C,1
46,0,105,C,0
46,0,105,A,1
46,0,105,C,1
46,0,105,B,1
46,0,105,A,0
46,0,105,B,1
46,0,105,A,1
46,0,105,A,1
46,0,105,A,1
46,0,105,A,0
46,0,105,C,1
47,0,51,C,0
47,0,51,B,0
47,0,51,B,1
47,0,51,B,1
47,0,51,A,1
47,0,51,B,1
47,0,51,A,1
47,0,51,B,0
47,0,51,B,1
47,0,51,B,0
47,0,51,A,0
47,0,51,A,1
47,0,51,B,0
47,0,51,B,0
47,0,51,A,0
47,0,51,A,0
47,0,51,A,0
47,0,51,B,1
47,0,51,A,1
47,0,51,C,0
47,0,51,B,1
47,0,51,A,0
48,0,150,A,1
48,0,150,B,1
48,0,150,B,1
48,0,150,A,1
48,0,150,A,1
48,0,150,C,1
48,0,150,A,0
48,0,150,B,0
48,0,150,A,1
48,0,150,A,1
48,0,150,B,1
48,0,150,B,1
48,0,150,A,1
48,0,150,B,1
48,0,150,C,1
48,0,150,B,0
48,0,150,A,1
48,0,150,B,1
48,0,150,C,1
48,0,150,C,1
48,0,150,A,0
48,0,150,A,1
48,0,150,C,0
48,0,150,B,1
48,0,150,B,0
48,0,150,C,0
48,0,150,B,1
48,0,150,A,1
48,0,150,A,0
48,0,150,A,0
48,0,150,A,1
48,0,150,B,1
48,0,150,B,1
48,0,150,A,1
48,0,150,B,1
48,0,150,C,1
48,0,150,A,1
48,0,150,A,1
49,0,99,B,0
49,0,99,C,1
49,0,99,A,1
49,0,99,A,1
49,0,99,C,1
49,0,99,A,1
49,0,99,A,1
49,0,99,A,1
49,0,99,B,1
49,0,99,C,0
49,0,99,B,1
49,0,99,A,1
49,0,99,A,1
49,0,99,B,0
49,0,99,A,1
49,0,99,C,1
49,0,99,A,1
49,0,99,A,1
49,0,99,B,1
49,0,99,A,1
49,0,99,C,1
49,0,99,B,1
49,0,99,A,1
50,1,99,B,0
50,1,99,A,0
50,1,99,A,1
50,1,99,A,1
50,1,99,A,0
50,1,99,B,1
50,1,99,B,1
50,1,99,C,0
50,1,99,B,0
50,1,99,B,1
50,1,99,C,0
50,1,99,A,1
50,1,99,A,1
50,1,99,A,1
50,1,99,A,0
50,1,99,B,1
50,1,99,C,1
50,1,99,A,1
50,1,99,A,0
50,1,99,A,1
50,1,99,A,0
50,1,99,B,1
50,1,99,A,1
50,1,99,B,0
50,1,99,A,0
50,1,99,B,0
50,1,99,B,0
50,1,99,A,1
50,1,99,A,0
50,1,99,A,1
50,1,99,A,1
50,1,99,B,0
50,1,99,B,0
50,1,99,A,1
50,1,99,C,1
50,1,99,A,0
50,1,99,B,1
50,1,99,A,0
50,1,99,A,1
50,1,99,B,1
50,1,99,C,0
50,1,99,C,1
50,1,99,A,1
50,1,99,B,1
50,1,99,A,1
50,1,99,B,1
50,1,99,A,1
50,1,99,C,0
50,1,99,A,1
50,1,99,A,1
50,1,99,A,1
50,1,99,A,1
50,1,99,A,1
50,1,99,B,1
50,1,99,C,1
50,1,99,B,0
50,1,99,B,1
50,1,99,A,0
50,1,99,A,1
50,1,99,A,1
50,1,99,B,1
50,1,99,C,0
50,1,99,B,1
50,1,99,A,1
50,1,99,A,1
50,1,99,C,1
50,1,99,C,0
